Country,Year,Policy,Discount,Money Market,,,,,,
Ireland,1984,,14,12.93,,,,0.1293,,
Ireland,1985,,10.25,11.87,,,,0.1187,,
Ireland,1986,,13.25,12.28,,,,0.1228,,
Ireland,1987,,9.25,10.84,,,,0.1084,,
Ireland,1988,,8,7.84,,,,0.0784,,
Ireland,1989,,12,9.55,,,,0.0955,,
Ireland,1990,,11.25,11.1,,,,0.111,,
Ireland,1991,,10.75,10.45,,,,0.1045,,
Ireland,1992,,,15.12,,,,0.1512,,
Ireland,1993,,7,10.49,,,,0.1049,,
Ireland,1994,,6.25,5.75,,,,0.0575,,
Ireland,1995,,6.5,5.45,,,,0.0545,,
Ireland,1996,,6.25,5.74,,,,0.0574,,
Ireland,1997,,6.75,6.43,,,,0.0643,,
Ireland,1998,,4.06,3.23,,,,0.0323,,
Ireland,1999,,,3.14,,,,0.0314,,
Ireland,2000,,,4.84,,,,0.0484,,
Ireland,2001,,,3.31,,,,0.0331,,
Ireland,2002,,,2.88,,,,0.0288,,
Ireland,2003,,,2.08,,,,0.0208,,
Ireland,2004,,,2.13,,,,0.0213,,
Ireland,2005,,,2.4,,,,0.024,,
Ireland,2006,,,3.64,,,,0.0364,,
Ireland,2007,,,4.71,,,,0.0471,,
Ireland,2008,,,2.99,,,,0.0299,,
Ireland,2009,,,0.48,,,,0.0048,,
Ireland,2010,,,0.81,,,,0.0081,,
Ireland,2011,,,1.14,,,,0.0114,,
Ireland,2012,,,0.11,,,,0.0011,,
Ireland,2013,,,0.21,,,,0.0021,,
Ireland,2014,,,0.02,,,,0.0002,,
Ireland,2015,,,-0.19,,,,-0.0019,,
Ireland,2016,,,-0.37,,,,-0.0037,,
Italy,1950,,4,,,,,0,,
Italy,1951,,4,,,,,0,,
Italy,1952,,4,,,,,0,,
Italy,1953,,4,,,,,0,,
Italy,1954,,4,,,,,0,,
Italy,1955,,4,,,,,0,,
Italy,1956,,4,,,,,0,,
Italy,1957,,4,,,,,0,,
Italy,1958,,3.5,,,,,0,,
Italy,1959,,3.5,,,,,0,,
Italy,1960,,3.5,,,,,0,,
Italy,1961,,3.5,,,,,0,,
Italy,1962,,3.5,,,,,0,,
Italy,1963,,3.5,,,,,0,,
Italy,1964,,3.5,,,,,0,,
Italy,1965,,3.5,,,,,0,,
Italy,1966,,3.5,,,,,0,,
Italy,1967,,3.5,,,,,0,,
Italy,1968,,3.5,,,,,0,,
Italy,1969,,4,5,,,,0,,
Italy,1970,,5.5,7.38,,,,0,,
Italy,1971,,4.5,5.76,,,,0,,
Italy,1972,,4,5.17,,,,0,,
Italy,1973,,6.5,6.92,,,,0,,
Italy,1974,,8,14.57,,,,0,,
Italy,1975,,6,10.63,,,,0,,
Italy,1976,,15,15.68,,,,0,,
Italy,1977,,11.5,14.03,,,,0,,
Italy,1978,,10.5,11.49,,,,0,,
Italy,1979,,15,11.86,,,,0,,
Italy,1980,,16.5,17.17,,,,0,,
Italy,1981,,19,19.6,,,,0,,
Italy,1982,,18,20.16,,,,0,,
Italy,1983,,17,18.44,,,,0,,
Italy,1984,,16.5,17.27,,,,0,,
Italy,1985,,15,15.25,,,,0,,
Italy,1986,,12,13.41,,,,0,,
Italy,1987,,12,11.51,,,,0,,
Italy,1988,,12.5,11.29,,,,0,,
Italy,1989,,13.5,12.69,,,,0,,
Italy,1990,,12.5,12.38,,,,0,,
Italy,1991,,12,12.21,,,,0,,
Italy,1992,,12,14.02,,,,0,,
Italy,1993,,8,10.2,,,,0,,
Italy,1994,,7.5,8.51,,,,0,,
Italy,1995,,9,10.46,,,,0,,
Italy,1996,,7.5,8.82,,,,0,,
Italy,1997,,5.5,6.88,,,,0,,
Italy,1998,,3,4.99,,,,0,,
Italy,1999,,,2.95,,,,0,,
Italy,2000,,,4.39,,,,0,,
Italy,2001,,,4.26,,,,0,,
Italy,2002,,,3.32,,,,0,,
Italy,2003,,,2.33,,,,0,,
Italy,2004,,,2.1,,,,0,,
Italy,2005,,,2.18,,,,0,,
Italy,2006,,,3.09,,,,0,,
Italy,2007,,,4.29,,,,0,,
Italy,2008,,,4.67,,,,0,,
Italy,2009,,,1.28,,,,0,,
Italy,2010,,,1.02,,,,0,,
Italy,2011,,,2.73,,,,0,,
Italy,2012,,,2.12,,,,0,,
Italy,2016,,,0.36,,,,0,,
Japan,1950,,5.11,,,,,0,,
Japan,1951,,5.84,,,,,0,,
Japan,1952,,5.84,,,,,0,,
Japan,1953,,5.84,,,,,0,,
Japan,1954,,5.84,,,,,0,,
Japan,1955,,7.3,,,,,0,,
Japan,1956,,7.3,,,,,0,,
Japan,1957,,8.4,11.77,,,,0,,
Japan,1958,,7.3,9.69,,,,0,,
Japan,1959,,7.3,8.35,,,,0,,
Japan,1960,,6.94,8.4,,,,0,,
Japan,1961,,7.3,8.29,,,,0,,
Japan,1962,,6.57,8.84,,,,0,,
Japan,1963,,5.84,7.54,,,,0,,
Japan,1964,,6.57,10.02,,,,0,,
Japan,1965,,5.48,6.97,,,,0,,
Japan,1966,,5.48,5.84,,,,0,,
Japan,1967,,5.84,6.39,,,,0,,
Japan,1968,,5.84,7.88,,,,0,,
Japan,1969,,6.25,7.7,,,,0,,
Japan,1970,,6,8.28,,,,0,,
Japan,1971,,4.75,6.41,,,,0,,
Japan,1972,,4.25,4.72,,,,0,,
Japan,1973,,9,7.16,,,,0,,
Japan,1974,,9,12.54,,,,0,,
Japan,1975,,6.5,10.67,,,,0,,
Japan,1976,,6.5,6.98,,,,0,,
Japan,1977,,4.25,5.68,,,,0,,
Japan,1978,,3.5,4.36,,,,0,,
Japan,1979,,6.25,5.86,,,,0,,
Japan,1980,,7.25,10.93,,,,0,,
Japan,1981,,5.5,7.43,,,,0,,
Japan,1982,,5.5,6.94,,,,0,,
Japan,1983,,5,6.39,,,,0,,
Japan,1984,,5,6.1,,,,0,,
Japan,1985,,5,7.31,,,,0,,
Japan,1986,,3,4.96,,,,0,,
Japan,1987,,2.5,3.67,,,,0,,
Japan,1988,,2.5,3.83,,,,0,,
Japan,1989,,4.25,5.12,,,,0,,
Japan,1990,,6,7.4,,,,0,,
Japan,1991,,4.5,7.53,,,,0,,
Japan,1992,,3.25,4.66,,,,0,,
Japan,1993,,1.75,3.06,,,,0,,
Japan,1994,,1.75,2.2,,,,0,,
Japan,1995,,0.5,1.21,,,,0,,
Japan,1996,,0.5,0.47,,,,0,,
Japan,1997,,0.5,0.48,,,,0,,
Japan,1998,,0.5,0.37,,,,0,,
Japan,1999,,0.5,0.06,,,,0,,
Japan,2000,,0.5,0.11,,,,0,,
Japan,2001,,0.1,0.06,,,,0,,
Japan,2002,,0.1,0.01,,,,0,,
Japan,2003,,0.1,0,,,,0,,
Japan,2004,,0.1,0,,,,0,,
Japan,2005,,0.1,0,,,,0,,
Japan,2006,,0.4,0.12,,,,0,,
Japan,2007,,0.75,0.47,,,,0,,
Japan,2008,,0.3,0.46,,,,0,,
Japan,2009,,0.3,0.11,,,,0,,
Japan,2010,,0.3,0.09,,,,0,,
Japan,2011,,0.3,0.08,,,,0,,
Japan,2012,,0.3,0.08,,,,0,,
Japan,2013,,0.3,0.08,,,,0,,
Japan,2014,,0.3,0.07,,,,0,,
Japan,2015,,0.3,0.07,,,,0,,
Japan,2016,,0.3,-0.03,,,,0,,
Luxembourg,1980,,,12.23,,,,0,,
Luxembourg,1981,,,15.25,,,,0,,
Luxembourg,1982,,,12.26,,,,0,,
Luxembourg,1983,,,10.56,,,,0,,
Luxembourg,1984,,,10.7,,,,0,,
Luxembourg,1985,,,9.26,,,,0,,
Luxembourg,1986,,,7.3,,,,0,,
Luxembourg,1987,,,6.71,,,,0,,
Luxembourg,1988,,,7.16,,,,0,,
Luxembourg,1989,,,10.02,,,,0,,
Luxembourg,1990,,,9.67,,,,0,,
Luxembourg,1991,,,9.1,,,,0,,
Luxembourg,1992,,,8.93,,,,0,,
Luxembourg,1993,,,8.09,,,,0,,
Luxembourg,1994,,,5.16,,,,0,,
Luxembourg,1995,,,4.26,,,,0,,
Luxembourg,1996,,,3.29,,,,0,,
Luxembourg,1997,,,3.36,,,,0,,
Luxembourg,1998,,,3.48,,,,0,,
Netherlands,1950,,3,,,,,0,,
Netherlands,1951,,4,,,,,0,,
Netherlands,1952,,3,,,,,0,,
Netherlands,1953,,2.5,,,,,0,,
Netherlands,1954,,2.5,,,,,0,,
Netherlands,1955,,2.5,,,,,0,,
Netherlands,1956,,3.75,,,,,0,,
Netherlands,1957,,5,,,,,0,,
Netherlands,1958,,3,,,,,0,,
Netherlands,1959,,3.5,,,,,0,,
Netherlands,1960,,3.5,2.58,,,,0.0258,,0.0258
Netherlands,1961,,3.5,1.72,,,,0.0172,,0.0172
Netherlands,1962,,4,2.51,,,,0.0251,,0.0251
Netherlands,1963,,3.5,2.82,,,,0.0282,,0.0282
Netherlands,1964,,4.5,4.35,,,,0.0435,,0.0435
Netherlands,1965,,4.5,4.73,,,,0.0473,,0.0473
Netherlands,1966,,5,6.42,,,,0.0642,,0.0642
Netherlands,1967,,4.5,5.67,,,,0.0567,,0.0567
Netherlands,1968,,5,5.19,,,,0.0519,,0.0519
Netherlands,1969,,6,7.75,,,,0.0775,,0.0775
Netherlands,1970,,6,7.95,,,,0.0795,,0.0795
Netherlands,1971,,5,4.85,,,,0.0485,,0.0485
Netherlands,1972,,4,1.93,,,,0.0193,,0.0193
Netherlands,1973,,8,6.44,,,,0.0644,,0.0644
Netherlands,1974,,7,9.2,,,,0.092,,0.092
Netherlands,1975,,4.5,4.17,,,,0.0417,,0.0417
Netherlands,1976,,6,7.28,,,,0.0728,,0.0728
Netherlands,1977,,4.5,3.79,,,,0.0379,,0.0379
Netherlands,1978,,6.5,6.24,,,,0.0624,,0.0624
Netherlands,1979,,9.5,9.03,,,,0.0903,,0.0903
Netherlands,1980,,8,10.12,,,,0.1012,,0.1012
Netherlands,1981,,9,11.01,,,,0.1101,,0.1101
Netherlands,1982,,5,8.06,,,,0.0806,,0.0806
Netherlands,1983,,5,5.28,,,,0.0528,,0.0528
Netherlands,1984,,5,5.78,,,,0.0578,,0.0578
Netherlands,1985,,5,6.3,,,,0.063,,0.063
Netherlands,1986,,4.5,5.83,,,,0.0583,,0.0583
Netherlands,1987,,3.75,5.16,,,,0.0516,,0.0516
Netherlands,1988,,4.5,4.48,,,,0.0448,,0.0448
Netherlands,1989,,7,6.99,,,,0.0699,,0.0699
Netherlands,1990,,7.25,8.29,,,,0.0829,,0.0829
Netherlands,1991,,8.5,9.01,,,,0.0901,,0.0901
Netherlands,1992,,7.75,9.27,,,,0.0927,,0.0927
Netherlands,1993,,5,7.1,,,,0.071,,0.071
Netherlands,1994,,,5.14,,,,0.0514,,0.0514
Netherlands,1995,,,4.22,,,,0.0422,,0.0422
Netherlands,1996,,,2.89,,,,0.0289,,0.0289
Netherlands,1997,,,3.07,,,,0.0307,,0.0307
Netherlands,1998,,,3.21,,,,0.0321,,0.0321
New Zealand,1970,7,,,,,,0.07,,
New Zealand,1971,7,,,,,,0.07,,
New Zealand,1972,6,,,,,,0.06,,
New Zealand,1973,6,,,,,,0.06,,
New Zealand,1974,7,,,,,,0.07,,
New Zealand,1975,7,,,,,,0.07,,
New Zealand,1976,8.5,,,,,,0.085,,
New Zealand,1977,10,,,,,,0.1,,
New Zealand,1978,10.5,,,,,,0.105,,
New Zealand,1979,13,,,,,,0.13,,
New Zealand,1980,14,,,,,,0.14,,
New Zealand,1981,13,,,,,,0.13,,
New Zealand,1982,13,,,,,,0.13,,
New Zealand,1983,7.5,,,,,,0.075,,
New Zealand,1984,13.5,,,,,,0.135,,
New Zealand,1985,19.8,,,,,,0.198,,
New Zealand,1986,24.6,,,,,,0.246,,
New Zealand,1987,18.55,,,,,,0.1855,,
New Zealand,1988,15.1,,,,,,0.151,,
New Zealand,1989,15,,,,,,0.15,,
New Zealand,1990,13.25,,,,,,0.1325,,
New Zealand,1991,8.3,,,,,,0.083,,
New Zealand,1992,9.15,,,,,,0.0915,,
New Zealand,1993,5.7,,,,,,0.057,,
New Zealand,1994,9.75,,,,,,0.0975,,
New Zealand,1995,9.8,,,,,,0.098,,
New Zealand,1996,8.8,,,,,,0.088,,
New Zealand,1997,9.7,,,,,,0.097,,
New Zealand,1998,5.6,,,,,,0.056,,
New Zealand,1999,5,,,,,,0.05,,
New Zealand,2000,6.5,,,,,,0.065,,
New Zealand,2001,4.75,,,,,,0.0475,,
New Zealand,2002,5.75,,,,,,0.0575,,
New Zealand,2003,5,,,,,,0.05,,
New Zealand,2004,6.5,,,,,,0.065,,
New Zealand,2005,7.25,,,,,,0.0725,,
New Zealand,2006,7.25,,,,,,0.0725,,
New Zealand,2007,8.25,,,,,,0.0825,,
New Zealand,2008,5,,,,,,0.05,,
New Zealand,2009,2.5,,,,,,0.025,,
New Zealand,2010,3,,,,,,0.03,,
New Zealand,2011,2.5,,,,,,0.025,,
New Zealand,2012,2.5,,,,,,0.025,,
New Zealand,2013,2.5,,,,,,0.025,,
New Zealand,2014,3.5,,,,,,0.035,,
New Zealand,2015,2.5,,,,,,0.025,,
New Zealand,2016,1.75,,,,,,0.0175,,
Norway,1950,2.5,,,,,,0.025,,
Norway,1951,2.5,,,,,,0.025,,
Norway,1952,2.5,,,,,,0.025,,
Norway,1953,2.5,,,,,,0.025,,
Norway,1954,2.5,,,,,,0.025,,
Norway,1955,3.5,,,,,,0.035,,
Norway,1956,3.5,,,,,,0.035,,
Norway,1957,3.5,,,,,,0.035,,
Norway,1958,3.5,,,,,,0.035,,
Norway,1959,3.5,,,,,,0.035,,
Norway,1960,3.5,,,,,,0.035,,
Norway,1961,3.5,,,,,,0.035,,
Norway,1962,3.5,,,,,,0.035,,
Norway,1963,3.5,,,,,,0.035,,
Norway,1964,3.5,,,,,,0.035,,
Norway,1965,3.5,,,,,,0.035,,
Norway,1966,3.5,,,,,,0.035,,
Norway,1967,3.5,,,,,,0.035,,
Norway,1968,3.5,,,,,,0.035,,
Norway,1969,4.5,,,,,,0.045,,
Norway,1970,4.5,,,,,,0.045,,
Norway,1971,4.5,,,,,,0.045,,
Norway,1972,4.5,,4.89,,,,0.045,,
Norway,1973,4.5,,7,,,,0.045,,
Norway,1974,5.5,,8.22,,,,0.055,,
Norway,1975,5,,7.62,,,,0.05,,
Norway,1976,6,,7.43,,,,0.06,,
Norway,1977,6,,9.83,,,,0.06,,
Norway,1978,7,,9.36,,,,0.07,,
Norway,1979,9,,8.39,,,,0.09,,
Norway,1980,9,,11.16,,,,0.09,,
Norway,1981,9,,12.35,,,,0.09,,
Norway,1982,9.2,,13.91,,,,0.092,,
Norway,1983,10,,12.27,,,,0.1,,
Norway,1984,10.2,,12.67,,,,0.102,,
Norway,1985,10.7,,12.29,,,,0.107,,
Norway,1986,14.8,,14.15,,,,0.148,,
Norway,1987,13.8,,14.66,,,,0.138,,
Norway,1988,12,,13.29,,,,0.12,,
Norway,1989,11,,11.31,,,,0.11,,
Norway,1990,10.5,,11.45,,,,0.105,,
Norway,1991,10,,10.58,,,,0.1,,
Norway,1992,11,,13.71,,,,0.11,,
Norway,1993,7,,7.64,,,,0.07,,
Norway,1994,6.75,,5.7,,,,0.0675,,
Norway,1995,6.75,,5.54,,,,0.0675,,
Norway,1996,6,,4.97,,,,0.06,,
Norway,1997,5.5,,3.77,,,,0.055,,
Norway,1998,10,,6.03,,,,0.1,,
Norway,1999,7.5,,6.87,,,,0.075,,
Norway,2000,9,,6.72,,,,0.09,,
Norway,2001,8.5,,7.38,,,,0.085,,
Norway,2002,8.5,,7.05,,,,0.085,,
Norway,2003,4.25,,4.45,,,,0.0425,,
Norway,2004,3.75,,2.17,,,,0.0375,,
Norway,2005,4.25,,2.26,,,,0.0425,,
Norway,2006,5.5,,3.12,,,,0.055,,
Norway,2007,6.25,,4.84,,,,0.0625,,
Norway,2008,4,,6.06,,,,0.04,,
Norway,2009,1.75,,,,,,0.0175,,
Norway,2010,2,,,,,,0.02,,
Norway,2011,1.75,,,,,,0.0175,,
Norway,2012,1.5,,,,,,0.015,,
Norway,2013,1.5,,,,,,0.015,,
Norway,2014,1.25,,,,,,0.0125,,
Norway,2015,0.75,,,,,,0.0075,,
Norway,2016,0.5,,,,,,0.005,,
Portugal,1950,,2,,,,,0,,
Portugal,1951,,2,,,,,0,,
Portugal,1952,,2,,,,,0,,
Portugal,1953,,2,,,,,0,,
Portugal,1954,,2,,,,,0,,
Portugal,1955,,2,,,,,0,,
Portugal,1956,,2,,,,,0,,
Portugal,1957,,2,,,,,0,,
Portugal,1958,,2,,,,,0,,
Portugal,1959,,2,,,,,0,,
Portugal,1960,,2,,,,,0,,
Portugal,1961,,2,,,,,0,,
Portugal,1962,,2,,,,,0,,
Portugal,1963,,2,,,,,0,,
Portugal,1964,,2,,,,,0,,
Portugal,1965,,2.5,,,,,0,,
Portugal,1966,,2.5,,,,,0,,
Portugal,1967,,2.5,,,,,0,,
Portugal,1968,,2.5,,,,,0,,
Portugal,1969,,2.75,,,,,0,,
Portugal,1970,,3.5,,,,,0,,
Portugal,1971,,3.75,,,,,0,,
Portugal,1972,,4,,,,,0,,
Portugal,1973,,5,,,,,0,,
Portugal,1974,,7.5,,,,,0,,
Portugal,1975,,6.5,,,,,0,,
Portugal,1976,,6.5,,,,,0,,
Portugal,1977,,13,,,,,0,,
Portugal,1978,,18,18.42,,,,0,,
Portugal,1979,,18,14.87,,,,0,,
Portugal,1980,,18,9.95,,,,0,,
Portugal,1981,,18,9.24,,,,0,,
Portugal,1982,,19,12.42,,,,0,,
Portugal,1983,,25,18.24,,,,0,,
Portugal,1984,,25,21.27,,,,0,,
Portugal,1985,,19,20.17,,,,0,,
Portugal,1986,,16,14.52,,,,0,,
Portugal,1987,,14.5,13.69,,,,0,,
Portugal,1988,,13.5,12.31,,,,0,,
Portugal,1989,,14.5,12.68,,,,0,,
Portugal,1990,,14.5,13.12,,,,0,,
Portugal,1991,,20,15.5,,,,0,,
Portugal,1992,,21.96,17.48,,,,0,,
Portugal,1993,,11,13.25,,,,0,,
Portugal,1994,,8.88,10.62,,,,0,,
Portugal,1995,,8.5,8.91,,,,0,,
Portugal,1996,,6.7,7.38,,,,0,,
Portugal,1997,,5.15,5.78,,,,0,,
Portugal,1998,,3,4.34,,,,0,,
Portugal,1999,,,2.71,,,,0,,
Spain,1952,,3.61,,,,,0,,
Spain,1953,,3.2,,,,,0,,
Spain,1954,,3,,,,,0,,
Spain,1955,,3,,,,,0,,
Spain,1956,,3.4,,,,,0,,
Spain,1957,,4,,,,,0,,
Spain,1958,,4,,,,,0,,
Spain,1959,,5,,,,,0,,
Spain,1960,,4.6,,,,,0,,
Spain,1961,,4.6,,,,,0,,
Spain,1962,,4.6,,,,,0,,
Spain,1963,,4.6,,,,,0,,
Spain,1964,,4.6,,,,,0,,
Spain,1965,,4.6,,,,,0,,
Spain,1966,,4.6,,,,,0,,
Spain,1967,,5.1,,,,,0,,
Spain,1968,,5.1,,,,,0,,
Spain,1969,,5.5,,,,,0,,
Spain,1970,,6.5,,,,,0,,
Spain,1971,,5,,,,,0,,
Spain,1972,,5,,,,,0,,
Spain,1973,,6,,,,,0,,
Spain,1974,,7,9.61,,,,0.0961,,0.0961
Spain,1975,,7,6.7,,,,0.067,,0.067
Spain,1976,,7,9.97,,,,0.0997,,0.0997
Spain,1977,,8.03,13.12,,,,0.1312,,0.1312
Spain,1978,,9.02,20.77,,,,0.2077,,0.2077
Spain,1979,,7.98,13.13,,,,0.1313,,0.1313
Spain,1980,,10.9,15.46,,,,0.1546,,0.1546
Spain,1981,,10.51,15.89,,,,0.1589,,0.1589
Spain,1982,,18.4,17.17,,,,0.1717,,0.1717
Spain,1983,,21.4,19.45,,,,0.1945,,0.1945
Spain,1984,,12.5,12.6,,,,0.126,,0.126
Spain,1985,,10.5,11.61,,,,0.1161,,0.1161
Spain,1986,,11.84,11.49,,,,0.1149,,0.1149
Spain,1987,,13.5,16.06,,,,0.1606,,0.1606
Spain,1988,,12.4,11.29,,,,0.1129,,0.1129
Spain,1989,,14.52,14.39,,,,0.1439,,0.1439
Spain,1990,,14.71,14.76,,,,0.1476,,0.1476
Spain,1991,,12.5,13.2,,,,0.132,,0.132
Spain,1992,,13.25,13.01,,,,0.1301,,0.1301
Spain,1993,,9,12.33,,,,0.1233,,0.1233
Spain,1994,,7.38,7.81,,,,0.0781,,0.0781
Spain,1995,,9,8.98,,,,0.0898,,0.0898
Spain,1996,,6.25,7.65,,,,0.0765,,0.0765
Spain,1997,,4.75,5.49,,,,0.0549,,0.0549
Spain,1998,,3,4.34,,,,0.0434,,0.0434
Spain,1999,,,2.72,,,,0.0272,,0.0272
Spain,2000,,,4.11,,,,0.0411,,0.0411
Spain,2001,,,4.36,,,,0.0436,,0.0436
Spain,2002,,,3.28,,,,0.0328,,0.0328
Spain,2003,,,2.31,,,,0.0231,,0.0231
Spain,2004,,,2.04,,,,0.0204,,0.0204
Spain,2005,,,2.09,,,,0.0209,,0.0209
Spain,2006,,,2.83,,,,0.0283,,0.0283
Spain,2007,,,3.85,,,,0.0385,,0.0385
Spain,2008,,,3.85,,,,0.0385,,0.0385
Spain,2009,,,0.68,,,,0.0068,,0.0068
Spain,2010,,,0.45,,,,0.0045,,0.0045
Spain,2011,,,1.02,,,,0.0102,,0.0102
Spain,2012,,,0.27,,,,0.0027,,0.0027
Spain,2013,,,0.15,,,,0.0015,,0.0015
Spain,2014,,,0.12,,,,0.0012,,0.0012
Spain,2015,,,-0.08,,,,-0.0008,,-0.0008
Spain,2016,,,-0.21,,,,-0.0021,,-0.0021
Sweden,1950,3,,,,,,0.03,,
Sweden,1951,3,,,,,,0.03,,
Sweden,1952,3,,,,,,0.03,,
Sweden,1953,2.75,,,,,,0.0275,,
Sweden,1954,2.75,,,,,,0.0275,,
Sweden,1955,3.75,,,,,,0.0375,,
Sweden,1956,4,,,,,,0.04,,
Sweden,1966,6,,7.31,,,,0.0731,,0.0731
Sweden,1967,6,,5.56,,,,0.0556,,0.0556
Sweden,1968,5,,6.67,,,,0.0667,,0.0667
Sweden,1969,7,,9,,,,0.09,,0.09
Sweden,1970,,,9.83,,,,0.0983,,0.0983
Sweden,1971,,,5.79,,,,0.0579,,0.0579
Sweden,1972,,,3.06,,,,0.0306,,0.0306
Sweden,1973,,,3.27,,,,0.0327,,0.0327
Sweden,1974,,,7.33,,,,0.0733,,0.0733
Sweden,1975,,,7.83,,,,0.0783,,0.0783
Sweden,1976,,,7.93,,,,0.0793,,0.0793
Sweden,1977,,,9.96,,,,0.0996,,0.0996
Sweden,1978,,,7.16,,,,0.0716,,0.0716
Sweden,1979,,,8.19,,,,0.0819,,0.0819
Sweden,1980,,,12.17,,,,0.1217,,0.1217
Sweden,1981,,,14.35,,,,0.1435,,0.1435
Sweden,1982,,,13.29,,,,0.1329,,0.1329
Sweden,1983,,,10.85,,,,0.1085,,0.1085
Sweden,1984,,,11.77,,,,0.1177,,0.1177
Sweden,1985,,,13.85,,,,0.1385,,0.1385
Sweden,1986,,,10.15,,,,0.1015,,0.1015
Sweden,1987,,,9.16,,,,0.0916,,0.0916
Sweden,1988,,,10.08,,,,0.1008,,0.1008
Sweden,1989,,,11.52,,,,0.1152,,0.1152
Sweden,1990,,,13.45,,,,0.1345,,0.1345
Sweden,1991,,,11.81,,,,0.1181,,0.1181
Sweden,1992,,,18.42,,,,0.1842,,0.1842
Sweden,1993,,,9.08,,,,0.0908,,0.0908
Sweden,1994,,,7.36,,,,0.0736,,0.0736
Sweden,1995,,,8.54,,,,0.0854,,0.0854
Sweden,1996,,,6.28,,,,0.0628,,0.0628
Sweden,1997,,,4.21,,,,0.0421,,0.0421
Sweden,1998,,,4.24,,,,0.0424,,0.0424
Sweden,1999,,,3.14,,,,0.0314,,0.0314
Sweden,2000,,,3.81,,,,0.0381,,0.0381
Sweden,2001,,,4.09,,,,0.0409,,0.0409
Sweden,2002,4.5,,4.19,,,,0.0419,,0.0419
Sweden,2003,3,,3.29,,,,0.0329,,0.0329
Sweden,2004,2,,2.28,,,,0.0228,,0.0228
Sweden,2005,1.5,,1.85,,,,0.0185,,0.0185
Sweden,2006,2.5,,2.37,,,,0.0237,,0.0237
Sweden,2007,3.5,,3.66,,,,0.0366,,0.0366
Sweden,2008,2,,4.38,,,,0.0438,,0.0438
Sweden,2009,0.5,,0.77,,,,0.0077,,0.0077
Sweden,2010,0.5,,0.67,,,,0.0067,,0.0067
Sweden,2011,1.91,,2.07,,,,0.0207,,0.0207
Sweden,2012,1.14,,1.66,,,,0.0166,,0.0166
Sweden,2013,1,,1.07,,,,0.0107,,0.0107
Sweden,2014,1,,0.52,,,,0.0052,,0.0052
Sweden,2015,0,,-0.25,,,,-0.0025,,-0.0025
Sweden,2016,-0.5,,-0.54,,,,-0.0054,,-0.0054
Switzerland,1950,1.5,,,,,,0.015,,
Switzerland,1951,1.5,,,,,,0.015,,
Switzerland,1952,1.5,,,,,,0.015,,
Switzerland,1953,1.5,,,,,,0.015,,
Switzerland,1954,1.5,,,,,,0.015,,
Switzerland,1955,1.5,,,,,,0.015,,
Switzerland,1956,1.5,,,,,,0.015,,
Switzerland,1957,2.5,,,,,,0.025,,
Switzerland,1958,2.5,,,,,,0.025,,
Switzerland,1959,2,,,,,,0.02,,
Switzerland,1960,2,,,,,,0.02,,
Switzerland,1961,2,,,,,,0.02,,
Switzerland,1962,2,,,,,,0.02,,
Switzerland,1963,2,,,,,,0.02,,
Switzerland,1964,2.5,,,,,,0.025,,
Switzerland,1965,2.5,,,,,,0.025,,
Switzerland,1966,3.5,,,,,,0.035,,
Switzerland,1967,3,,,,,,0.03,,
Switzerland,1968,3,,,,,,0.03,,
Switzerland,1969,3.75,,6.25,,,,0.0375,,
Switzerland,1970,3.75,,6.75,,,,0.0375,,
Switzerland,1971,3.75,,1.15,,,,0.0375,,
Switzerland,1972,3.75,,2.69,,,,0.0375,,
Switzerland,1973,4.5,,3.64,,,,0.045,,
Switzerland,1974,5.5,,5.97,,,,0.055,,
Switzerland,1975,3,,2.75,,,,0.03,,
Switzerland,1976,2,,1.51,,,,0.02,,
Switzerland,1977,1.5,,2.47,,,,0.015,,
Switzerland,1978,1,,0.66,,,,0.01,,
Switzerland,1979,2,,1,,,,0.02,,
Switzerland,1980,3,,2.29,,,,0.03,,
Switzerland,1981,6,,2.93,,,,0.06,,
Switzerland,1982,4.5,,1.32,,,,0.045,,
Switzerland,1983,4,,1.84,,,,0.04,,
Switzerland,1984,4,,3.34,,,,0.04,,
Switzerland,1985,4,,2.13,,,,0.04,,
Switzerland,1986,4,,2.88,,,,0.04,,
Switzerland,1987,2.5,,0.56,,,,0.025,,
Switzerland,1988,3.5,,4.88,,,,0.035,,
Switzerland,1989,6,,9.69,,,,0.06,,
Switzerland,1990,6,,8.75,,,,0.06,,
Switzerland,1991,7,,7.56,,,,0.07,,
Switzerland,1992,6,,6.38,,,,0.06,,
Switzerland,1993,4,,4.13,,,,0.04,,
Switzerland,1994,3.5,,3.5,,,,0.035,,
Switzerland,1995,1.5,,1.75,,,,0.015,,
Switzerland,1996,1,,1.5,,,,0.01,,
Switzerland,1997,1,,1,,,,0.01,,
Switzerland,1998,1,,0.88,,,,0.01,,
Switzerland,1999,0.5,,1.09,,,,0.005,,
Switzerland,2000,4,,3.5,,,,0.04,,
Switzerland,2001,2.25,,1.65,,,,0.0225,,
Switzerland,2002,1.25,,0.44,,,,0.0125,,
Switzerland,2003,0.75,,0.09,,,,0.0075,,
Switzerland,2004,1.25,,0.55,,,,0.0125,,
Switzerland,2005,1.5,,0.63,,,,0.015,,
Switzerland,2006,2.5,,1.94,,,,0.025,,
Switzerland,2007,3.25,,2,,,,0.0325,,
Switzerland,2008,1,,0.01,,,,0.01,,
